Player,TEAM,TYPE,SEASON,AGE,GP,W,L,MIN,FGM,FGA,FGP,3PM,3PA,3PP,FTM,FTA,FTP,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,PTS,Plus_Minus,OffRtg,DefRtg,NetRtg,ASTP,AST/TO,AST Ratio,OREBP,DREBP,REBP,TO Ratio,eFGP,TSP,USGP,PACE,PIE
Chris Kaman_2014-2015,POR,Regular,2014-2015,33,74,47,27,18.9,3.8,7.4,51.5,0,0,0,1,1.4,70.6,2,4.5,6.5,0.9,1.5,0.2,0.7,1.9,4,0,8.6,-0.1,103.3,102.7,0.6,7.9,0.6,8.5,11.7,26.5,19,14.1,51.5,53.7,22.8,95.35,12.4
Chris Paul_2014-2015,LAC,Regular,2014-2015,30,82,56,26,34.8,6.9,14.3,48.5,1.7,4.3,39.8,3.5,3.9,90,0.6,4,4.6,10.2,2.3,1.9,0.2,2.5,40,1,19.1,9,115.1,102.9,12.2,44.1,4.41,35.8,2.1,12.4,7.5,8.1,54.5,59.6,23.4,97.38,17.3
Cleanthony Early_2014-2015,NYK,Regular,2014-2015,24,39,6,33,16.6,1.9,5.5,35.5,0.6,2.2,26.2,0.9,1.2,75,0.6,1.9,2.5,0.9,1,0.6,0.3,1.5,0,0,5.4,-4.1,90.2,103.1,-13,10.2,0.9,11.6,3.8,13.9,8.6,12.9,40.7,44.7,19.5,95.61,5.8
Clint Capela_2014-2015,HOU,Regular,2014-2015,21,12,8,4,7.5,1.2,2.4,48.3,0,0,0,0.3,1.9,17.4,0.8,2.2,3,0.2,0.4,0.1,0.8,1.2,0,0,2.7,0.7,99.4,93.8,5.6,3.7,0.4,4.3,11.5,24.1,18.5,10.8,48.3,40.9,21.3,103.71,6
Cody Zeller_2014-2015,CHA,Regular,2014-2015,22,62,27,35,24,2.8,6,46.1,0,0,100,2,2.6,77.4,1.6,4.3,5.8,1.6,1,0.5,0.8,2.5,2,0,7.6,0.3,100.2,98.8,1.4,10.6,1.61,16.5,7.3,20.2,13.7,10.2,46.2,53,15.5,95.76,10
Cole Aldrich_2014-2015,NYK,Regular,2014-2015,26,61,11,50,16,2.4,4.9,47.8,0,0,0,0.8,1,78.1,1.7,3.9,5.5,1.2,1,0.6,1.1,2,6,0,5.5,-4.5,90.7,106.7,-16,14.3,1.27,16.2,11.2,28,19.3,12.7,47.8,51.3,18.2,93.87,13.3
Corey Brewer_2014-2015,HOU,Regular,2014-2015,29,80,42,38,26.1,4.3,10.1,42.6,0.8,2.9,26.8,2.1,2.8,74.3,1,2.7,3.7,2.2,1.6,1.4,0.2,2.2,3,0,11.5,-0.4,102.7,103.3,-0.6,13.1,1.32,14.3,4.1,11.5,7.7,10.8,46.5,50.7,20.9,101.81,8.8
Cory Jefferson_2014-2015,BKN,Regular,2014-2015,24,50,18,32,10.6,1.5,3.3,44.9,0,0.3,13.3,0.6,1.1,57.4,0.9,2,2.9,0.3,0.4,0.2,0.4,1.2,1,0,3.7,1.5,103,96.3,6.8,4.7,0.8,7.1,10.1,20,15.2,8.8,45.5,48,17.4,96.86,8.7
Cory Joseph_2014-2015,SAS,Regular,2014-2015,23,79,53,26,18.3,2.6,5.2,50.4,0.2,0.6,36.4,1.3,1.8,73.4,0.6,1.9,2.4,2.4,0.8,0.6,0.2,1.3,0,0,6.8,2.2,104.6,98.3,6.4,20.5,2.81,25.8,3.5,11.3,7.5,9.2,52.3,56.4,17.1,94.84,11
Courtney Lee_2014-2015,MEM,Regular,2014-2015,29,77,51,26,30.6,3.7,8.4,44.8,1.2,2.9,40.2,1.4,1.7,86,0.3,2,2.3,2,1,1,0.2,1.7,0,0,10.1,1.6,104.9,102.8,2.1,9.6,1.94,16.3,1,7.7,4.4,8.4,51.8,55.5,15.2,94.02,7.2
D.J. Augustin_2014-2015,OKC,Regular,2014-2015,27,82,37,45,23.9,3.1,7.9,39.9,1,3,33.7,2.2,2.5,86.8,0.2,1.7,2,4.3,1.8,0.6,0,1.1,4,0,9.5,-0.9,102.2,105.1,-2.9,28.6,2.43,28.6,1.1,7.9,4.4,11.7,46.3,52.7,19.8,96.17,10
Dahntay Jones_2014-2015,LAC,Regular,2014-2015,34,33,23,10,3.7,0.2,0.6,28.6,0,0.1,0,0.3,0.3,81.8,0,0.3,0.3,0.1,0,0.1,0,0.7,0,0,0.6,-2.5,89.1,112,-23,2.7,2,6.9,0.8,9.3,4.8,3.5,28.6,40.6,10.3,97.98,-1.1
Damian Lillard_2014-2015,POR,Regular,2014-2015,24,82,51,31,35.7,7.2,16.6,43.4,2.4,7,34.3,4.2,4.9,86.4,0.6,4,4.6,6.2,2.7,1.2,0.3,2,6,0,21,3.7,107.3,102.7,4.5,28.5,2.28,22.4,1.8,11.9,6.9,9.8,50.6,56,26.7,96.63,13.7
Damjan Rudez_2014-2015,IND,Regular,2014-2015,29,68,28,40,15.4,1.8,3.9,45.2,1,2.5,40.6,0.2,0.3,69.6,0.1,0.6,0.7,0.8,0.7,0.2,0.1,1.2,0,0,4.8,0.5,100.3,100.9,-0.7,7.9,1.13,14.2,0.8,4.2,2.5,12.6,58.4,59.1,13.7,95.33,5
Danilo Gallinari_2014-2015,DEN,Regular,2014-2015,26,59,23,36,24.2,3.9,9.6,40.1,1.8,5.1,35.5,2.9,3.2,89.5,0.5,3.2,3.7,1.4,1,0.8,0.3,1.6,0,0,12.4,0.3,104.7,103.3,1.4,9.4,1.46,10.5,2.3,14.8,8.3,7.2,49.6,56.3,21.7,98.96,11.3
Danny Granger_2014-2015,PHX,Regular,2014-2015,32,30,11,19,20.4,2.2,5.4,40.1,1,2.8,35.7,0.9,1.2,75.7,0.7,2,2.7,0.6,0.8,0.4,0.2,2.2,0,0,6.3,-3.5,99.2,107.2,-8,4.9,0.71,7.8,4.1,11.7,8,10.9,49.4,52.7,16.1,90.7,5
Danny Green_2014-2015,SAS,Regular,2014-2015,28,81,55,26,28.5,4,9.1,43.6,2.4,5.6,41.8,1.4,1.6,87.4,0.7,3.6,4.2,2,1.1,1.2,1.1,2,2,0,11.7,5.3,108.4,98.4,9.9,10.1,1.7,15.1,2.7,13.8,8.5,8.9,56.6,59.6,17.5,95.94,10.4
Dante Cunningham_2014-2015,NOP,Regular,2014-2015,28,66,37,29,25,2.3,5.1,45.7,0,0.2,10,0.4,0.7,61.7,1.1,2.8,3.9,0.8,0.5,0.7,0.6,1.5,1,0,5.2,-0.5,104.5,103.7,0.8,4.5,1.43,11.2,5.1,12.7,9,7.9,45.9,47.3,11.2,92.41,5.9
Dante Exum_2014-2015,UTA,Regular,2014-2015,19,82,38,44,22.2,1.8,5.1,34.9,1,3.2,31.4,0.2,0.4,62.5,0.3,1.3,1.6,2.4,1.4,0.5,0.2,1.8,0,0,4.8,1.1,102.3,99,3.3,16.9,1.68,26.5,1.8,6.5,4.2,15.8,44.8,45.7,14.1,91.07,3.7
Darius Miller_2014-2015,NOP,Regular,2014-2015,25,5,1,4,8.7,0.2,1.4,14.3,0,0.2,0,0,0,0,0,0.2,0.2,0.4,0.2,0.2,0,1.6,0,0,0.4,-2.4,86.1,99.3,-13.1,7.4,2,20,0,3.1,1.5,10,14.3,14.3,8.9,95.5,-8.3
Darius Morris_2014-2015,BKN,Regular,2014-2015,24,38,14,24,7.9,0.9,2.8,34,0.2,0.9,21.2,0.1,0.2,44.4,0.2,0.5,0.7,1.3,0.6,0.2,0,0.5,0,0,2.2,-1.7,92,103.2,-11.2,28.1,2.29,26.8,2.5,7.7,5,11.7,37.3,37.7,19.9,93.95,4.9
Darrell Arthur_2014-2015,DEN,Regular,2014-2015,27,58,22,36,17,2.7,6.6,40.4,0.4,1.9,23.6,0.8,1,78,0.9,2,2.9,1,0.8,0.8,0.4,2.5,2,0,6.6,-0.2,98.5,98.7,-0.2,9.6,1.21,11.1,5.5,12.9,9.1,9.1,43.8,46.6,20.2,99.3,6.7
Darren Collison_2014-2015,SAC,Regular,2014-2015,27,45,16,29,34.8,5.8,12.2,47.3,1.3,3.6,37.3,3.2,4.1,78.8,0.4,2.8,3.2,5.6,2.5,1.5,0.3,2.1,3,0,16.1,0.8,105.5,104.4,1.2,26.3,2.25,25.3,1.5,8.6,5.3,11.3,52.7,57.5,21,98.74,12
David Lee_2014-2015,GSW,Regular,2014-2015,32,49,37,12,18.5,3.3,6.4,51.1,0,0,0,1.4,2.1,65.4,1.7,3.6,5.2,1.7,1,0.6,0.5,1.7,1,0,7.9,0.5,105.8,102.6,3.2,14.2,1.73,17.2,9.7,22,15.7,9.9,51.1,54.1,19.7,99.98,12.1
David Stockton_2014-2015,SAC,Regular,2014-2015,24,3,1,2,11,0.7,2,33.3,0.3,0.7,50,1,2,50,0,0.7,0.7,3,1.3,0.7,0,0.3,0,0,2.7,7.7,116.4,83.8,32.7,33.3,2.25,41.6,0,5.3,3,18.5,41.7,46.3,16.1,109.63,7.1
David Wear_2014-2015,SAC,Regular,2014-2015,24,2,0,2,3.5,0,1,0,0,0.5,0,0,0,0,1,0,1,0.5,0,0,0,0.5,0,0,0,-4.5,93.3,160.6,-67.3,14.3,0,33.3,20,0,16.7,0,0,0,9.1,101.01,-3.1
David West_2014-2015,IND,Regular,2014-2015,34,66,32,34,28.7,4.9,10.4,47.1,0.1,0.3,20,1.8,2.4,73.9,1.6,5.2,6.8,3.4,1.8,0.7,0.7,2.4,7,0,11.7,-0.3,101.2,101.2,0.1,19.9,1.86,20.3,6.2,19.4,12.9,10.9,47.4,50.8,21,96.09,12.1
DeAndre Jordan_2014-2015,LAC,Regular,2014-2015,26,82,56,26,34.4,4.6,6.5,71,0,0,25,2.3,5.7,39.7,4.8,10.1,15,0.7,1.3,1,2.2,3,47,0,11.5,7.6,114.3,103.1,11.2,3,0.56,6.7,16.2,32.3,24.5,12,71.1,63.8,13.5,96.75,13.2
DeJuan Blair_2014-2015,WAS,Regular,2014-2015,26,29,15,14,6.2,0.9,2,45.6,0,0,0,0.1,0.2,66.7,0.6,1.4,1.9,0.1,0.4,0.2,0,1.4,0,0,1.9,-2.1,93.4,105.8,-12.4,2.9,0.23,4,11,24.1,17.9,17.2,45.6,46.9,18.2,98.03,5
DeMar DeRozan_2014-2015,TOR,Regular,2014-2015,25,60,37,23,35,6.8,16.5,41.3,0.4,1.5,28.4,6,7.2,83.2,0.7,3.9,4.6,3.5,2.3,1.2,0.2,2,4,0,20.1,2.2,106.5,103.9,2.6,17.4,1.53,13.7,2.3,12.8,7.6,9,42.6,51,28.6,95.28,11.5
DeMarcus Cousins_2014-2015,SAC,Regular,2014-2015,24,59,23,36,34.1,8.4,18.1,46.7,0,0.1,25,7.2,9.2,78.2,3.1,9.5,12.7,3.6,4.3,1.5,1.7,4.1,47,2,24.1,1.1,103.5,103.3,0.1,20.2,0.83,11.9,11,29.7,20.9,14.4,46.8,54.5,33.9,98.43,18
DeMarre Carroll_2014-2015,ATL,Regular,2014-2015,28,70,53,17,31.3,4.5,9.3,48.7,1.7,4.3,39.5,1.8,2.6,70.2,1.4,3.9,5.3,1.7,1.1,1.3,0.2,2.2,3,0,12.6,3,107.5,101.9,5.7,8.3,1.57,12.7,5.4,14,9.8,8.1,57.9,60.3,16.8,96.95,9.9
Dennis Schroder_2014-2015,ATL,Regular,2014-2015,21,77,57,20,19.7,3.7,8.6,42.7,0.7,1.9,35.1,1.9,2.3,82.7,0.4,1.8,2.1,4.1,1.9,0.6,0.1,1.6,5,0,10,0.1,102.4,102.7,-0.3,37.3,2.11,26.2,2.3,9.9,6.3,12.4,46.6,51.6,27.4,94.46,11.3
Deron Williams_2014-2015,BKN,Regular,2014-2015,31,68,34,34,31.1,4.4,11.3,38.7,1.3,3.5,36.7,3,3.5,83.4,0.4,3.1,3.5,6.6,2.3,0.9,0.3,2.3,11,0,13,-0.2,104.6,104.5,0.1,32.6,2.91,30.3,1.5,11.2,6.3,10.4,44.3,50.4,22.3,95.17,10.6
Derrick Favors_2014-2015,UTA,Regular,2014-2015,23,74,33,41,30.8,6.5,12.4,52.5,0,0.1,16.7,3,4.5,66.9,2.6,5.6,8.2,1.5,1.6,0.8,1.7,2.8,23,0,16,0.8,104.5,102.3,2.2,9,0.93,8.6,10.1,20.9,15.5,9.3,52.6,55.8,24.1,92.32,13.8
Derrick Rose_2014-2015,CHI,Regular,2014-2015,26,51,33,18,30,6.6,16.4,40.5,1.5,5.3,28,3,3.7,81.3,0.7,2.5,3.2,4.9,3.2,0.7,0.3,1.2,4,0,17.7,2.4,105.1,101,4.1,28.9,1.56,18.9,2.5,8.3,5.5,12.1,45,49.3,31,97.3,10.6
Derrick Williams_2014-2015,SAC,Regular,2014-2015,24,74,27,47,19.8,2.9,6.6,44.7,0.7,2.1,31.4,1.8,2.6,68.4,0.6,2.2,2.7,0.7,0.8,0.5,0.1,0.9,1,0,8.3,-3.6,102.4,109.6,-7.2,5.7,0.89,7.4,3.3,11.8,7.7,8.3,49.8,54,18.9,98.86,8.2
Devin Harris_2014-2015,DAL,Regular,2014-2015,32,76,45,31,22.2,2.9,6.9,41.8,1.3,3.5,35.7,1.7,2.1,81.5,0.2,1.6,1.8,3.1,1.1,1,0.2,1.9,0,0,8.8,1.3,107.9,104.6,3.3,20.7,2.79,25.8,0.8,8.1,4.4,9.3,50.9,55.9,17.9,97.75,9.2
Devyn Marble_2014-2015,ORL,Regular,2014-2015,22,16,3,13,13,0.9,2.8,31.8,0.3,1.4,18.2,0.3,1,31.3,0.3,1.6,1.9,1.1,0.6,0.6,0.1,0.9,0,0,2.3,-1,101.2,103,-1.8,10.2,1.89,22.1,2.4,14.2,7.9,11.7,36.4,36.2,12.4,102.78,3.5
Dewayne Dedmon_2014-2015,ORL,Regular,2014-2015,25,59,17,42,14.3,1.5,2.7,56.2,0,0,0,0.6,1.1,53.1,2,3,5,0.2,0.9,0.3,0.8,2.4,2,0,3.7,-0.4,98,98.5,-0.5,1.6,0.18,3.6,15.3,23.5,19.3,20.4,56.2,56.8,12.8,94.77,8
Dion Waiters_2014-2015,OKC,Regular,2014-2015,23,80,46,34,27.6,4.7,11.8,39.6,0.9,3.1,29.7,1.5,2.2,68,0.5,1.9,2.4,2,1.4,1.1,0.3,1.9,1,0,11.8,0.7,104.6,104.2,0.3,11.6,1.44,12.6,2,7.4,4.7,8.7,43.5,46,22.1,98.37,6.2
Dirk Nowitzki_2014-2015,DAL,Regular,2014-2015,37,77,47,30,29.6,6.3,13.8,45.9,1.4,3.6,38,3.3,3.8,88.2,0.6,5.4,5.9,1.9,1.1,0.5,0.4,2.1,6,0,17.3,3.1,109,104.8,4.3,10.1,1.74,10.1,2.1,20.6,11.3,5.8,50.8,56,25.1,96.26,13.3
Donald Sloan_2014-2015,IND,Regular,2014-2015,27,53,22,31,20.9,2.7,6.7,40.8,0.8,2.5,31.3,1.1,1.5,77.9,0.2,2.5,2.7,3.6,1.2,0.4,0,0.9,1,0,7.4,-1.6,96.7,101.6,-4.8,29.1,2.92,29.5,1.2,12.8,7.1,10.1,46.6,50.3,18.5,94.72,11.4
Donatas Motiejunas_2014-2015,HOU,Regular,2014-2015,24,71,48,23,28.7,5,9.9,50.4,0.7,1.9,36.8,1.4,2.3,60.2,1.9,4,5.9,1.8,1.7,0.8,0.5,2.9,7,0,12,1.4,103.6,101,2.6,10.9,1.06,12.7,7.5,16.1,11.7,12,53.9,55.3,19.3,98.03,9.7
Dorell Wright_2014-2015,POR,Regular,2014-2015,29,48,28,20,12.3,1.5,4,37.9,0.9,2.3,38,0.7,0.9,81,0.3,2,2.3,0.9,0.4,0.4,0.2,1.1,0,0,4.6,1.6,106.6,100.5,6.1,10.2,2.28,15.3,2.5,17.8,10,6.7,48.7,52.5,17.1,97.17,9
Doug McDermott_2014-2015,CHI,Regular,2014-2015,23,36,23,13,8.9,1.2,3,40.2,0.4,1.1,31.7,0.3,0.4,66.7,0.2,1,1.2,0.2,0.5,0.1,0,0.8,0,0,3,-2.3,95.4,107.6,-12.2,3.3,0.35,4.4,2.1,13,7.6,12.4,46.3,48,18.8,95.28,4.4
Draymond Green_2014-2015,GSW,Regular,2014-2015,25,79,64,15,31.5,4.3,9.7,44.3,1.4,4.2,33.7,1.7,2.5,66,1.4,6.7,8.2,3.7,1.7,1.6,1.3,3.2,18,1,11.7,10.6,112.5,96,16.5,15.5,2.19,22.8,5.1,21.8,13.8,10.4,51.6,54,17.1,101.43,11.2
Drew Gooden_2014-2015,WAS,Regular,2014-2015,33,51,31,20,16.9,2.2,5.4,39.9,0.5,1.2,39,0.7,0.9,77.3,1.4,3,4.4,1,0.5,0.4,0.2,1.8,2,0,5.4,0,101.6,101.2,0.4,8.9,1.75,13.2,9.9,18.9,14.6,7.5,44,46.9,17.1,94.73,8.6
Drew Gordon_2014-2015,PHI,Regular,2014-2015,24,9,0,9,7.9,0.9,2.1,42.1,0,0.3,0,0.1,0.2,50,0.8,1.2,2,0.2,0.9,0.1,0,0.8,0,0,1.9,-3.8,88.4,111.3,-22.9,4.4,0.25,6.7,9.7,20,14.2,26.8,42.1,42.8,15.9,104.06,3.1
Dwight Buycks_2014-2015,LAL,Regular,2014-2015,26,6,1,5,20.5,3,6.7,45,1.2,1.8,63.6,1.5,1.7,90,0.3,1.7,2,2.3,2,0.5,0,0.5,0,0,8.7,-4,99.8,113.4,-13.6,20.6,1.17,19.9,1.8,9.2,5.5,17,53.8,58.6,21,93.99,9.6
Dwight Howard_2014-2015,HOU,Regular,2014-2015,29,41,29,12,29.8,6.1,10.3,59.3,0,0,50,3.5,6.6,52.8,2.7,7.8,10.5,1.2,2.8,0.7,1.3,3.3,23,0,15.8,5.2,105.1,97,8.1,7.2,0.43,7.1,10.6,29.6,20.3,16.3,59.5,59.6,23.4,98.57,14.1
Dwight Powell_2014-2015,DAL,Regular,2014-2015,23,29,11,18,8.2,1.1,2.3,46.3,0.1,0.4,27.3,0.9,1.1,75.8,0.6,1.1,1.7,0.3,0.4,0.3,0.2,1.4,0,0,3.1,0,103.2,107.5,-4.4,5.8,0.82,8.9,8,16.1,11.8,10.8,48.5,55.2,16.7,98.65,6.8
Dwyane Wade_2014-2015,MIA,Regular,2014-2015,33,62,28,34,31.8,8.2,17.5,47,0.5,1.6,28.4,4.6,6,76.8,0.9,2.6,3.5,4.8,3.4,1.2,0.3,1.7,3,0,21.5,-0.9,104.1,105.3,-1.2,30,1.43,17,3.6,9.7,6.7,11.9,48.3,53.4,34.5,93.72,14.1
ETwaun Moore_2014-2015,CHI,Regular,2014-2015,26,56,36,20,9,1.1,2.5,44.6,0.2,0.7,34.2,0.2,0.4,60,0.2,0.6,0.8,0.6,0.3,0.4,0.1,0.8,0,0,2.7,-0.5,103.3,102.7,0.6,10.6,2.36,16.9,2.7,7.7,5.2,7.2,49.3,50.4,14.6,95.21,6
Earl Barron_2014-2015,PHX,Regular,2014-2015,33,16,5,11,8.9,0.8,2.4,30.8,0.1,0.3,50,0.4,0.8,50,0.9,0.9,1.8,0.3,0.3,0.3,0.1,1.6,0,0,2,-3.6,86,105.6,-19.7,6,1,9.2,9.2,13.6,10.9,9.2,33.3,36.1,15.3,97,-0.2
Earl Clark_2014-2015,BKN,Regular,2014-2015,27,10,6,4,9.3,1.1,3,36.7,0.4,1.4,28.6,0.1,0.4,25,0.1,2.2,2.3,0.3,0.6,0.3,0.4,1.2,0,0,2.7,-2.8,89.2,103.3,-14.1,5.8,0.5,7.4,1.1,23.4,12.6,14.7,43.3,42.5,17.6,99.61,5.4
Ed Davis_2014-2015,LAL,Regular,2014-2015,26,79,20,59,23.3,3.6,5.9,60.1,0,0,0,1.2,2.4,48.7,2.9,4.7,7.6,1.2,0.7,0.6,1.2,2.6,6,0,8.3,-3.4,100.9,108.4,-7.4,8.2,1.62,13.3,13.4,23.4,18.2,8.2,60.1,59.4,14.7,96.11,12.1
Ekpe Udoh_2014-2015,LAC,Regular,2014-2015,28,33,24,9,3.9,0.3,0.7,45.8,0,0,0,0.2,0.3,77.8,0.2,0.6,0.8,0.2,0.2,0.2,0.2,0.6,0,0,0.9,-0.3,95.7,98.6,-2.8,10.7,1.14,18.6,6.2,16,11.3,16.3,45.8,51.9,12.9,95.98,7
Elfrid Payton_2014-2015,ORL,Regular,2014-2015,21,82,25,57,30.4,3.7,8.6,42.5,0.1,0.5,26.2,1.4,2.6,55.1,1.3,3,4.3,6.5,2.5,1.7,0.2,2.4,12,2,8.9,-2.5,101.6,105,-3.4,31.4,2.63,34.7,4.7,11.1,7.8,13.2,43.3,45.6,18.2,96.27,9
Elijah Millsap_2014-2015,UTA,Regular,2014-2015,27,47,25,22,19.7,1.7,5.1,34,0.6,1.9,31.1,1.2,1.8,67.4,0.6,2.6,3.2,1.2,1.4,1.2,0.3,2.6,0,0,5.3,1.1,101,95.4,5.6,10.1,0.87,14.5,3.5,14.5,9.2,16.7,39.9,45,17,93.64,4.9
Elliot Williams_2014-2015,PHI,Regular,2014-2015,26,13,6,7,9.1,1.1,2.8,37.8,0.6,1.4,44.4,0.1,0.3,25,0,0.6,0.6,0.9,0.3,0.3,0,0.9,0,0,2.8,0.6,99.7,98.1,1.6,15,3,21.9,0,7.5,4,7.3,48.6,47.7,16.4,95.24,4.9
Elton Brand_2014-2015,ATL,Regular,2014-2015,36,36,25,11,13.5,1.2,2.6,44.2,0,0,0,0.3,0.6,52.2,0.8,2,2.8,0.6,0.5,0.5,0.7,1.5,0,0,2.7,0.1,102.2,101,1.3,7,1.22,15.2,6.5,16.1,11.4,12.4,44.2,45.7,11.7,95.12,5.9
Enes Kanter_2014-2015,OKC,Regular,2014-2015,23,75,32,43,28.5,6.4,12.4,51.9,0.2,0.6,35.6,2.4,3.1,78.2,3.7,5.3,8.9,0.7,1.9,0.5,0.4,2.5,31,0,15.5,-0.4,106.4,108.9,-2.6,4.4,0.38,4.5,14.7,21,17.9,11.8,52.8,56.4,24.1,95.67,12.4
Eric Bledsoe_2014-2015,PHX,Regular,2014-2015,25,81,39,42,34.6,5.8,12.9,44.7,1.1,3.4,32.4,4.4,5.4,80,0.9,4.3,5.2,6.1,3.4,1.6,0.6,2.3,13,2,17,0.5,103.9,102.4,1.5,27.3,1.8,24.6,2.9,13.6,8.3,13.7,48.9,55.5,23.8,98.89,13
Eric Gordon_2014-2015,NOP,Regular,2014-2015,26,61,35,26,33.1,4.7,11.4,41.1,2.3,5.2,44.8,1.8,2.2,80.5,0.5,2.1,2.6,3.8,2,0.8,0.2,2.4,1,0,13.4,1.1,105.8,104.6,1.2,17.7,1.88,20.8,1.6,7.4,4.5,11.1,51.2,54.4,19.8,93.43,7.6
Eric Moreland_2014-2015,SAC,Regular,2014-2015,23,3,0,3,0.7,0.3,0.3,100,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0.3,0,0,0.7,0.3,175,138.9,36.1,0,0,0,0,50,33.3,0,100,100,25,96.08,15.4
Erick Green_2014-2015,DEN,Regular,2014-2015,24,43,15,28,9.5,1.4,3.8,37.7,0.3,1.1,29.8,0.2,0.3,83.3,0.2,0.6,0.7,0.9,0.3,0.3,0,0.6,0,0,3.4,-1.9,96.8,107.7,-11,16.5,2.79,17.7,1.7,6.8,4,6.4,42,43.6,18.6,97.73,6.3
Ersan Ilyasova_2014-2015,MIL,Regular,2014-2015,28,58,26,32,22.7,4.5,9.6,47.2,1.3,3.3,38.9,1.2,1.8,64.5,1.4,3.4,4.8,1,0.8,0.6,0.3,2.6,6,0,11.5,0.4,103.3,101.4,1.8,7,1.24,7.9,7,17.7,12.2,6.4,53.9,55.4,21.8,96.83,10.6
Evan Fournier_2014-2015,ORL,Regular,2014-2015,22,58,19,39,28.6,4.4,9.9,44,1.5,3.9,37.8,1.8,2.5,72.8,0.5,2.2,2.6,2.1,1.4,0.7,0,2,0,0,12,-2.5,101.5,105.6,-4.1,11.5,1.46,14.3,1.9,8.9,5.4,9.7,51.4,54.6,20,95.42,7.6
Evan Turner_2014-2015,BOS,Regular,2014-2015,26,82,40,42,27.6,3.9,9.1,42.9,0.4,1.5,27.7,1.3,1.7,75.2,0.5,4.6,5.1,5.5,2.4,1,0.2,2.2,7,3,9.5,-1.2,100.7,103.2,-2.4,30.2,2.27,30.9,1.9,18.4,10,13.6,45.1,48.2,19.5,98.31,11
Festus Ezeli_2014-2015,GSW,Regular,2014-2015,25,46,39,7,10.9,1.7,3,54.7,0,0,0,1.1,1.7,62.8,1.3,2.1,3.4,0.2,0.7,0.2,0.9,1.7,0,0,4.4,0.3,104,98.6,5.4,2.8,0.28,4.2,13.1,18.9,16.1,14.9,54.7,58,17.7,99.47,9.1
Francisco Garcia_2014-2015,HOU,Regular,2014-2015,33,14,10,4,14.3,1.2,4.5,27,0.7,3.2,22.2,0.1,0.3,25,0.2,1,1.2,1.1,0.7,0.6,0.4,1.4,0,0,3.2,-0.7,97.1,98.5,-1.3,12.8,1.5,16.7,1.8,7.8,4.9,11.1,34.9,34.7,17,95.26,1.5
Furkan Aldemir_2014-2015,PHI,Regular,2014-2015,23,41,9,32,13.2,1,1.9,51.3,0,0.1,0,0.3,0.7,48.1,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,1,0,2.3,-2.5,98.1,108.4,-10.4,7.9,1.65,20.8,14.3,21,17.4,12.6,51.3,51.7,8.4,96.04,6.6
Gal Mekel_2014-2015,DAL,Regular,2014-2015,27,4,2,2,10.9,0.8,5,15,0,0.8,0,0,0,0,0,0.3,0.3,3.3,0.5,0.5,0,0.3,0,0,1.5,0.5,98.1,100,-1.9,44.8,6.5,37.1,0,2.6,1.5,5.7,15,15,24,93.68,1.4
Garrett Temple_2014-2015,WAS,Regular,2014-2015,29,52,28,24,14.1,1.3,3.3,40,0.6,1.7,37.5,0.7,0.9,72.9,0.5,1.3,1.7,1.1,0.7,0.8,0.2,1.5,0,0,3.9,-0.9,97.4,97.8,-0.4,11.9,1.65,19.9,3.6,9.6,6.7,12.1,49.7,53.4,13.9,96.87,6.9
Gary Harris_2014-2015,DEN,Regular,2014-2015,20,55,18,37,13.1,1.2,3.9,30.4,0.4,1.9,20.4,0.6,0.9,74.5,0.4,0.8,1.2,0.5,0.7,0.7,0.1,1.3,0,0,3.4,-3.2,94.8,107.6,-12.8,6.1,0.76,9.5,2.9,6.8,4.7,12.5,35.3,39.5,16.2,100.4,1.7
Gary Neal_2014-2015,MIN,Regular,2014-2015,30,54,24,30,22.1,3.5,9.3,37.4,0.9,3,30.5,2.2,2.5,86.7,0.3,2.1,2.4,1.9,1.2,0.4,0,1.6,0,0,10.1,-1.9,98.7,102.9,-4.2,15.2,1.54,13.7,1.3,11.1,6.1,8.9,42.3,48.3,24,95.83,8.1
George Hill_2014-2015,IND,Regular,2014-2015,29,43,26,17,29.5,5.9,12.4,47.7,1.6,4.5,35.8,2.6,3.3,79,0.6,3.6,4.2,5.1,1.6,1,0.3,2.6,2,1,16.1,3.7,107,99.8,7.1,30.4,3.19,24.8,2.2,13.4,7.9,7.8,54.1,57.9,24.3,94.84,15.1
Gerald Green_2014-2015,PHX,Regular,2014-2015,29,74,34,40,19.5,4.4,10.5,41.6,1.9,5.2,35.4,1.3,1.6,82.5,0.4,2.1,2.5,1.2,1.4,0.6,0.2,2,0,0,11.9,-0.1,106.1,106,0.1,11,0.88,8.9,2.5,11.9,7.1,10.1,50.4,53.2,28.4,98.95,9.3
Gerald Henderson_2014-2015,CHA,Regular,2014-2015,27,80,32,48,28.9,4.6,10.6,43.7,0.6,1.7,33.1,2.3,2.7,84.8,0.5,3,3.4,2.6,1.4,0.6,0.3,1.7,2,0,12.1,-0.4,98.9,99.1,-0.2,15.2,1.87,16.4,1.7,11.5,6.5,8.7,46.3,51.4,20.9,95.35,9.4
