Player,TEAM,TYPE,SEASON,AGE,GP,W,L,MIN,FGM,FGA,FGP,3PM,3PA,3PP,FTM,FTA,FTP,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,PTS,Plus_Minus,OffRtg,DefRtg,NetRtg,ASTP,AST/TO,AST Ratio,OREBP,DREBP,REBP,TO Ratio,eFGP,TSP,USGP,PACE,PIE
Josh Huestis_2015-2016,OKC,Regular,2015-2016,24,5,2,3,11,1,2.4,41.7,0.8,1.2,66.7,0,0.8,0,0.4,1.6,2,0,0.6,0.2,0.4,0.6,0,0,2.8,0.4,104.2,107.7,-3.4,0,0,0,4.5,15.7,10.5,17.9,58.3,50.9,13.2,98.09,4.2
Josh McRoberts_2015-2016,MIA,Regular,2015-2016,29,42,27,15,14,1.3,3.5,37.2,0.3,1.2,24.5,0.7,1,70,0.5,2,2.5,1.9,0.7,0.4,0.2,1.6,1,0,3.6,0.1,103.8,101.9,2,20.4,2.7,29.3,4.4,15.7,10.2,10.8,41.2,45.3,15.4,95.28,7.2
Josh Richardson_2015-2016,MIA,Regular,2015-2016,22,52,29,23,21,2.4,5.2,45.2,1,2.2,46.1,0.8,1.2,66.7,0.4,1.7,2.1,1.4,0.7,0.7,0.5,2.1,0,0,6.6,0.8,104.6,101.4,3.1,9.8,2.09,17.9,2.3,8.5,5.5,8.6,55,56.9,13.7,95.69,6.6
Josh Smith_2015-2016,HOU,Regular,2015-2016,30,55,31,24,16,2.3,6.3,36.4,0.7,2.6,28.7,0.7,1.2,55.2,0.9,2.6,3.5,1.6,1.4,0.6,0.9,2.1,0,0,6,-1.5,97.9,102.1,-4.2,17.2,1.17,16.5,5.9,17.7,11.5,14.1,42.3,43.9,22.6,100.2,6.6
Jrue Holiday_2015-2016,NOP,Regular,2015-2016,26,65,27,38,28,6.3,14.4,43.9,1.3,4,33.6,2.8,3.3,84.3,0.4,2.6,3,6,2.6,1.4,0.3,2.3,5,0,16.8,0.4,105.6,105.9,-0.3,36.5,2.34,24.6,1.6,10.6,5.9,10.5,48.5,52.9,28.7,99.7,12.9
Julius Randle_2015-2016,LAL,Regular,2015-2016,21,81,17,64,28,4.4,10.3,42.9,0.1,0.4,27.8,2.4,3.3,71.5,2.1,8.1,10.2,1.8,1.8,0.7,0.4,3,34,1,11.3,-8.4,97.6,113,-15.4,11.1,0.97,11.5,7.7,32.7,19.5,12,43.5,48.2,21.2,98.13,11
Justin Anderson_2015-2016,DAL,Regular,2015-2016,22,55,28,27,12,1.3,3.2,40.6,0.4,1.5,26.5,0.8,1,80,0.3,2.1,2.4,0.5,0.4,0.3,0.5,0.8,1,0,3.8,0.1,102,99.8,2.2,7.1,1.21,11.5,2.9,18.8,10.7,9.5,46.9,52.2,15.5,98.19,9.4
Justin Harper_2015-2016,DET,Regular,2015-2016,26,5,4,1,7,0.8,2,40,0.8,1.8,44.4,0.2,0.4,50,0,0.2,0.2,0,0.4,0.2,0,0.6,0,0,2.6,-6.4,89.8,141.7,-51.9,0,0,0,0,3.8,1.6,15.5,60,59.7,17.7,90.14,2.1
Justin Holiday_2015-2016,CHI,Regular,2015-2016,27,53,28,25,15,1.7,4.3,38.6,0.7,2,34.3,0.5,0.7,73,0.2,1.5,1.7,1.1,0.7,0.6,0.4,1.2,0,0,4.5,-1.7,101.5,104.9,-3.4,11.1,1.44,16.5,1.7,11.1,6.4,11.5,46.5,48.9,16.4,98.73,5.9
Justise Winslow_2015-2016,MIA,Regular,2015-2016,20,78,46,32,29,2.5,5.9,42.2,0.4,1.5,27.6,1,1.5,68.4,1,4.1,5.2,1.5,1.2,0.9,0.3,2.4,0,0,6.4,1.3,102.9,99,3.9,7.7,1.24,16.2,4.2,15.8,10.2,13.1,45.7,48.9,12.4,96.45,6.4
Jusuf Nurkic_2015-2016,DEN,Regular,2015-2016,21,32,14,18,17,3.2,7.6,41.7,0,0.1,0,1.9,3.1,61.6,2,3.4,5.5,1.3,1.7,0.8,1.4,2.8,4,0,8.2,-0.2,103.8,105.1,-1.3,12.3,0.73,10.5,12.8,22.7,17.7,14.5,41.7,46,27.2,98.3,8.5
KJ McDaniels_2015-2016,HOU,Regular,2015-2016,23,37,17,20,6,0.8,1.9,40.3,0.2,0.7,28,0.6,0.8,80,0.4,0.7,1.1,0.3,0.5,0.2,0.2,0.8,0,0,2.4,2,112.7,93.8,18.9,5.9,0.59,8.9,7.8,10.4,9.2,15.2,45.1,52.2,18.8,100.38,6.2
Karl-Anthony Towns_2015-2016,MIN,Regular,2015-2016,20,82,29,53,32,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,2.8,7.7,10.5,2,2.2,0.7,1.7,3,52,0,18.3,-1.6,106,108.1,-2.1,10.8,0.88,10,10.2,27.1,18.8,11.3,55.5,59,24.7,97.99,15.4
Kawhi Leonard_2015-2016,SAS,Regular,2015-2016,25,72,60,12,33,7.7,15.1,50.6,1.8,4,44.3,4.1,4.6,87.4,1.3,5.5,6.8,2.6,1.5,1.8,1,1.8,12,0,21.2,9.1,109.2,94.9,14.3,12.8,1.77,12.2,4.6,18.2,11.6,6.9,56.5,61.6,25.8,95.77,17
Keith Appling_2015-2016,ORL,Regular,2015-2016,24,5,0,5,5,0.4,1.6,25,0,0.6,0,0.4,0.4,100,0,0.2,0.2,0.2,0.6,0.2,0,1,0,0,1.2,2.8,101.7,81.4,20.3,5.9,0.33,7.8,0,4.2,2,23.3,25,33.8,20.1,95.32,-6.3
Kelly Olynyk_2015-2016,BOS,Regular,2015-2016,25,69,40,29,20,3.7,8.1,45.5,1.2,3,40.5,1.4,1.9,75,1,3,4.1,1.5,1.1,0.8,0.5,2.4,1,0,10,3.2,102.9,97.7,5.2,11.9,1.42,13.3,5.4,15.8,10.5,9.4,53.1,56.1,20.7,101.57,11.1
Kelly Oubre_2015-2016,WAS,Regular,2015-2016,20,63,31,32,11,1.4,3.3,42.7,0.4,1.3,31.6,0.5,0.8,63.3,0.4,1.7,2.1,0.2,0.5,0.3,0.1,1.6,0,0,3.7,-0.7,102,103.9,-1.9,2.9,0.38,4.7,3.9,17.7,10.7,12.2,48.6,50.7,17.3,101.09,5.1
Kemba Walker_2015-2016,CHA,Regular,2015-2016,26,81,47,34,36,7,16.4,42.7,2.2,6,37.1,4.6,5.4,84.7,0.7,3.7,4.4,5.2,2.1,1.6,0.5,1.4,3,0,20.9,3,106.4,102.2,4.2,25.3,2.46,19.9,2.1,11.6,6.8,8.1,49.5,55.4,26.5,97.73,13.5
Kendall Marshall_2015-2016,PHI,Regular,2015-2016,24,30,3,27,13,1.4,3.9,36.4,0.5,1.6,32.7,0.3,0.4,69.2,0.1,0.9,0.9,2.4,1.4,0.5,0.1,1,0,0,3.7,-3.8,97.7,112.3,-14.6,26.6,1.7,30.5,0.5,7.6,3.9,17.9,43.2,44.9,18.1,102.42,4.9
Kendrick Perkins_2015-2016,NOP,Regular,2015-2016,31,37,13,24,15,1.1,2,53.3,0,0,0,0.3,0.7,44,0.7,2.8,3.5,0.8,1.1,0.3,0.3,1.7,0,0,2.5,-2.1,105,110.8,-5.8,7.7,0.76,19.6,5.3,22.5,13.8,25.9,53.3,52.9,10.6,98.7,4.6
Kenneth Faried_2015-2016,DEN,Regular,2015-2016,26,67,26,41,25,5.2,9.3,55.8,0,0,50,2,3.3,61.3,3.5,5.2,8.7,1.2,1.4,0.5,0.9,2.5,21,0,12.5,-1.6,104.7,109.1,-4.3,7.7,0.87,8.8,15,23.2,19,10.2,55.8,57.7,20.7,98.13,12.6
Kent Bazemore_2015-2016,ATL,Regular,2015-2016,26,75,44,31,28,4.3,9.7,44.1,1.5,4.1,35.7,1.6,2,81.5,0.4,4.7,5.1,2.3,1.8,1.3,0.5,2.3,1,0,11.6,1,102.6,99.5,3.2,12.7,1.24,15.5,1.5,17.6,9.8,12.5,51.7,55.1,19.9,100.18,10
Kentavious Caldwell-Pope_2015-2016,DET,Regular,2015-2016,23,76,41,35,37,5.3,12.6,42,1.5,4.9,30.9,2.4,3,81.1,0.9,2.8,3.7,1.8,1.4,1.4,0.2,2.2,1,0,14.5,2.3,104.6,102.6,2,7.5,1.31,10.6,2.6,8.5,5.5,8.1,47.9,52.1,18,97.94,7.7
Kevin Durant_2015-2016,OKC,Regular,2015-2016,27,72,52,20,36,9.7,19.2,50.5,2.6,6.7,38.7,6.2,6.9,89.8,0.6,7.6,8.2,5,3.5,1,1.2,1.9,27,1,28.2,9,113.4,102.2,11.2,23,1.44,16.3,2.1,20.9,12.3,11.3,57.3,63.4,30.5,100.22,19.4
Kevin Garnett_2015-2016,MIN,Regular,2015-2016,40,38,14,24,15,1.4,3,47,0,0,0,0.4,0.6,66.7,0.4,3.6,3.9,1.6,0.4,0.7,0.3,1.8,0,0,3.2,1.5,103,96.4,6.6,16.4,3.88,30.7,3.1,26.2,15.1,7.9,47,49.1,11.7,96.09,10.9
Kevin Love_2015-2016,CLE,Regular,2015-2016,27,77,53,24,32,5.3,12.7,41.9,2.1,5.7,36,3.4,4.1,82.2,1.9,8,9.9,2.4,1.8,0.8,0.5,2.1,35,0,16,5.6,111,102.6,8.4,11.9,1.3,12.8,7.1,28.7,18,9.8,49.9,55.3,23.5,94.87,14.3
Kevin Martin_2015-2016,SAS,Regular,2015-2016,33,55,24,31,20,2.8,7.6,37.2,0.9,2.5,36,2.8,3.1,89,0.3,1.7,2,1.1,1,0.5,0.1,1.5,0,0,9.3,-2.2,101.4,106.8,-5.4,8.9,1.07,9.6,1.4,10.2,5.7,8.9,43.1,52,22.2,98.25,7.4
Kevin Seraphin_2015-2016,NYK,Regular,2015-2016,26,48,15,33,11,1.8,4.3,41,0,0,0,0.4,0.5,82.6,0.6,2,2.6,1,0.9,0.2,0.8,1.4,0,0,3.9,-1.8,92.6,102.9,-10.4,15.7,1.09,15.4,6.5,19.4,13,14.1,41,43.5,22.3,96.82,7.8
Kevon Looney_2015-2016,GSW,Regular,2015-2016,20,5,4,1,4,0.8,1.4,57.1,0.2,0.4,50,0,0,0,0.8,1.2,2,0,0.2,0,0,0.4,0,0,1.8,-4.4,109.8,151.6,-41.8,0,0,0,16,37.5,24.4,12.5,64.3,64.3,15.4,102.91,10.5
Khris Middleton_2015-2016,MIL,Regular,2015-2016,24,79,33,46,36,6.4,14.5,44.4,1.8,4.6,39.6,3.5,3.9,88.8,0.6,3.3,3.8,4.2,2.3,1.7,0.2,2.6,1,0,18.2,-0.4,104.6,104.7,-0.1,18.3,1.84,18.5,1.8,10.3,6.1,10.1,50.7,56,22.9,97.43,10.8
Kirk Hinrich_2015-2016,ATL,Regular,2015-2016,35,46,26,20,14,1.1,2.8,38,0.5,1.3,38.7,0.3,0.3,93.8,0.2,1.3,1.5,1.6,0.7,0.3,0,1.4,0,0,3,0.3,100.2,98.7,1.5,17.3,2.43,30.5,1.4,10.7,6,12.6,47.3,50.4,11.7,96.72,5.6
Klay Thompson_2015-2016,GSW,Regular,2015-2016,26,80,71,9,33,8.1,17.3,47,3.5,8.1,42.5,2.4,2.8,87.3,0.4,3.4,3.8,2.1,1.7,0.8,0.6,1.9,0,0,22.1,10.5,115.4,99.7,15.7,9.4,1.2,9.3,1.5,10,6.2,7.7,56.9,59.7,26.4,102.44,11.4
Kobe Bryant_2015-2016,LAL,Regular,2015-2016,37,66,13,53,28,6,16.9,35.8,2,7.1,28.5,3.5,4.3,82.6,0.6,3.1,3.7,2.8,2,0.9,0.2,1.7,2,0,17.6,-8.7,98.3,114.1,-15.8,18.3,1.43,11.9,2.3,12.3,7.1,8.3,41.7,46.9,31.9,99.75,8.9
Kosta Koufos_2015-2016,SAC,Regular,2015-2016,27,78,32,46,19,3,5.7,53.2,0,0,0,0.7,1.3,54.8,2.2,3.3,5.4,0.4,0.6,0.5,0.9,2.4,5,0,6.8,-2.9,100.9,108,-7.1,3.4,0.69,5.8,12.2,19,15.6,8.4,53.2,54,15.5,100.96,8.8
Kostas Papanikolaou_2015-2016,DEN,Regular,2015-2016,25,26,8,18,11,0.9,2.5,36.4,0.4,1.2,31.3,0.3,0.5,64.3,0.3,1.2,1.5,0.6,0.8,0.5,0.2,0.9,0,0,2.6,-0.3,98.6,98.7,-0.2,7.7,0.76,14.7,3.2,12.5,7.9,19.2,43.9,46.4,14.5,94.93,4.4
Kris Humphries_2015-2016,ATL,Regular,2015-2016,31,53,29,24,16,2.3,5.6,41,0.6,2,31.5,1.3,1.6,79.8,1.1,3,4.1,0.7,0.7,0.3,0.4,1.8,1,0,6.5,-1.9,100.7,105.9,-5.2,6.8,0.95,8.9,7.3,21.6,14.3,9.4,46.8,51.7,19.2,101.16,8.7
Kristaps Porzingis_2015-2016,NYK,Regular,2015-2016,20,72,28,44,28,5.2,12.3,42.1,1.1,3.4,33.3,2.8,3.3,83.8,1.8,5.5,7.3,1.3,1.7,0.7,1.9,2.8,21,0,14.3,0.2,103.9,104.1,-0.2,7.6,0.78,7.8,7.1,20.6,13.9,10,46.7,51.8,24.5,95.38,11.3
Kyle Anderson_2015-2016,SAS,Regular,2015-2016,22,78,64,14,16,1.8,3.8,46.8,0.2,0.5,32.4,0.8,1.1,74.7,0.3,2.8,3.1,1.6,0.8,0.8,0.4,1.2,1,0,4.5,2.6,107.7,97.7,10,14,2.08,24,2.4,20.1,11.5,11.5,48.8,52.8,14.7,94.73,10.2
Kyle Korver_2015-2016,ATL,Regular,2015-2016,35,80,46,34,30,3.4,7.7,43.4,2,5,39.8,0.6,0.7,83.3,0.2,3.1,3.3,2.1,1.2,0.8,0.4,2,0,0,9.2,5.3,104.5,98.1,6.3,9.5,1.67,18.2,0.6,10.8,5.9,10.9,56.2,57.7,13.5,99.69,6.8
Kyle Lowry_2015-2016,TOR,Regular,2015-2016,30,77,54,23,37,6.6,15.6,42.7,2.8,7.1,38.8,5.2,6.4,81.1,0.7,4,4.7,6.4,2.9,2.1,0.4,2.7,12,1,21.2,4.9,108.6,102.6,6,29.3,2.2,23.2,2.3,12.4,7.4,10.5,51.6,57.8,26,95.37,14.5
Kyle OQuinn_2015-2016,NYK,Regular,2015-2016,26,65,26,39,12,2,4.2,47.6,0.1,0.3,22.7,0.7,0.9,76.7,1.2,2.7,3.8,1.1,0.9,0.3,0.8,1.6,1,0,4.8,-1,100,104.3,-4.3,16.1,1.18,16.7,11.4,23.7,17.8,14.2,48.5,52,21.2,96.59,12.2
Kyle Singler_2015-2016,OKC,Regular,2015-2016,28,68,43,25,14,1.3,3.3,38.9,0.4,1.4,30.9,0.4,0.6,65.9,0.7,1.3,2.1,0.4,0.5,0.4,0.1,1.8,0,0,3.4,-0.3,103.3,104,-0.7,3.5,0.75,8.1,5.6,9.9,7.7,10.8,45.7,48.1,11.7,99.88,3.1
Kyrie Irving_2015-2016,CLE,Regular,2015-2016,24,53,37,16,32,7.4,16.6,44.8,1.6,4.9,32.1,3.2,3.6,88.5,0.8,2.1,3,4.7,2.3,1.1,0.3,2,1,0,19.6,3.9,110.4,104.7,5.7,25.3,2.02,18.7,3,7.8,5.4,9.3,49.6,54,29.3,95.53,12.2
LaMarcus Aldridge_2015-2016,SAS,Regular,2015-2016,30,74,61,13,31,7.2,14.1,51.3,0,0.2,0,3.5,4.1,85.8,2.4,6.2,8.5,1.5,1.3,0.5,1.1,2,26,0,18,6.9,109.1,97.1,12,8.1,1.11,7.9,9.1,22.2,15.9,7.1,51.3,56.5,26,94.88,15.1
Lamar Patterson_2015-2016,ATL,Regular,2015-2016,24,35,23,12,11,0.8,2.3,35,0.3,1.4,24.5,0.5,0.6,72.7,0.1,1.3,1.4,1.1,0.7,0.3,0.1,1.3,0,0,2.4,0.9,106.3,103.2,3.1,13.4,1.7,25.7,1.2,14.1,7.4,15.2,42.5,46.8,12.6,99.79,3.7
Lance Stephenson_2015-2016,MEM,Regular,2015-2016,25,69,36,33,20,3.3,6.9,48.1,0.4,1.1,38.5,1.3,1.6,78.4,0.6,2.7,3.2,1.9,1.4,0.6,0.1,2,1,0,8.3,-0.9,103.5,105.9,-2.4,15.2,1.41,17.7,3.2,15.2,9,12.5,51.3,54.8,19.9,97.45,9.8
Lance Thomas_2015-2016,NYK,Regular,2015-2016,28,59,25,34,22,2.9,6.5,44.2,0.7,1.8,40.4,1.7,2,85.7,0.6,1.6,2.2,0.9,1,0.4,0.1,1.8,0,0,8.2,-0.7,103.1,103.2,-0.1,6.6,0.93,9.7,3,7.9,5.6,10.5,50,55.7,17.2,96.65,6.4
Langston Galloway_2015-2016,NYK,Regular,2015-2016,24,82,32,50,25,2.8,7.2,39.3,0.9,2.7,34.4,1,1.4,75.4,0.5,3,3.5,2.5,0.7,0.9,0.3,2.2,1,0,7.6,-1.3,100.3,103.2,-2.9,16.1,3.39,22.8,2.3,13.1,7.8,6.7,45.8,49,15.5,96.71,8.3
Larry Nance Jr._2015-2016,LAL,Regular,2015-2016,23,63,14,49,20,2.5,4.8,52.7,0,0.2,10,0.5,0.7,68.1,1.6,3.3,5,0.7,0.7,0.9,0.4,2,3,0,5.5,-1.5,100.7,105.9,-5.2,5.5,1.07,10.8,8.6,18.4,13.4,10.1,52.8,54.4,12.6,96.88,9
Lavoy Allen_2015-2016,IND,Regular,2015-2016,27,79,43,36,20,2.4,4.7,51.6,0,0,0,0.6,0.9,63,2.1,3.3,5.4,1,0.9,0.3,0.5,1.9,4,0,5.4,2.4,105.1,98.2,6.9,7,1.1,13.9,11.4,18,14.7,12.6,51.6,53.2,13.1,96.39,9
LeBron James_2015-2016,CLE,Regular,2015-2016,31,76,56,20,36,9.7,18.6,52,1.1,3.7,30.9,4.7,6.5,73.1,1.5,6,7.4,6.8,3.3,1.4,0.6,1.9,28,3,25.3,8.1,112.4,101.4,11,33.9,2.06,21.5,4.7,18.7,11.9,10.4,55.1,58.8,31.1,95.84,18.9
Leandro Barbosa_2015-2016,GSW,Regular,2015-2016,33,68,60,8,16,2.5,5.4,46.2,0.6,1.6,35.5,0.8,0.9,83.9,0.4,1.3,1.7,1.2,0.8,0.6,0.1,1.6,0,0,6.4,0.6,106.9,103.9,3.1,11.2,1.55,15.4,2.8,9,5.9,10,51.5,54.5,17.9,101.04,7.2
Lorenzo Brown_2015-2016,DET,Regular,2015-2016,25,8,1,7,8,1,3.1,32,0.1,1,12.5,0.4,0.5,75,0,0.9,0.9,1.4,1.1,0.4,0.1,0.5,0,0,2.5,-3.8,89.6,118.7,-29.1,30.6,1.22,23.5,0,14.9,7.1,19.2,34,37.4,26.1,98.22,4.7
Lou Amundson_2015-2016,NYK,Regular,2015-2016,33,29,11,18,7,0.7,1.8,35.8,0,0,0,0.5,0.9,51.9,0.8,0.9,1.7,0.4,0.5,0.2,0.2,1.5,0,0,1.8,-1.7,90.5,100.2,-9.7,10.7,0.8,13.1,11.5,13.7,12.6,16.3,35.8,40.1,17.5,95.64,0.9
Lou Williams_2015-2016,LAL,Regular,2015-2016,29,67,14,53,29,4.2,10.3,40.8,1.6,4.8,34.4,5.3,6.3,83,0.5,2.1,2.5,2.5,1.6,0.9,0.3,1.6,0,0,15.3,-6,99.6,110.4,-10.8,14.9,1.56,14.5,1.7,8,4.8,9.3,48.8,58.4,22.7,99.14,10.4
Luc Mbah a Moute_2015-2016,LAC,Regular,2015-2016,29,75,49,26,17,1.3,2.8,45.4,0.2,0.5,32.5,0.4,0.8,52.6,0.8,1.5,2.3,0.4,0.5,0.6,0.3,1.3,0,0,3.1,2.1,108.9,97.5,11.5,3.2,0.88,10.1,5.3,9,7.3,11.5,48.6,49.8,9.7,96.64,3.9
Lucas Nogueira_2015-2016,TOR,Regular,2015-2016,23,29,17,12,8,1,1.5,63.6,0,0.1,33.3,0.3,0.5,53.3,0.6,1,1.6,0.2,0.4,0.4,0.4,1,0,0,2.2,0.8,111.6,103.5,8.1,4.4,0.64,10.2,8.7,13.6,11.2,16,64.8,64.2,12.5,96.19,7.5
Luis Montero_2015-2016,POR,Regular,2015-2016,23,12,6,6,4,0.4,1.6,26.3,0.1,0.8,11.1,0.3,0.3,75,0,0.3,0.3,0.1,0.3,0,0,0.1,0,0,1.2,-3.3,64.2,122.2,-58,6.7,0.25,3.9,0,11.8,5.6,15.5,28.9,33.7,26.6,91.51,-1
Luis Scola_2015-2016,TOR,Regular,2015-2016,36,76,50,26,22,3.5,7.9,45,0.9,2.1,40.4,0.8,1.1,72.6,1.1,3.6,4.8,0.9,0.9,0.6,0.4,2.3,3,0,8.7,-0.3,104,106.7,-2.7,6.6,0.97,8.6,6.1,19.9,13,8.8,50.4,52.3,19.3,95.71,8.6
Luke Babbitt_2015-2016,NOP,Regular,2015-2016,27,47,16,31,18,2.6,6.1,42.2,0.9,2.3,40.4,0.8,1.1,78,0.5,2.6,3.1,1.1,0.5,0.2,0.1,1.9,1,0,7,-0.6,105.7,108.8,-3.1,9.2,2.3,13.7,3.2,16.6,9.7,5.9,49.8,52.6,17.2,99.61,7.2
Luol Deng_2015-2016,MIA,Regular,2015-2016,31,74,45,29,32,4.6,10.1,45.5,1.2,3.5,34.4,2,2.6,75.5,1.5,4.5,6,1.9,1.1,1,0.4,1.6,13,0,12.3,0.4,104.1,102.8,1.3,8.7,1.73,13.3,5.2,15.5,10.5,7.7,51.4,54.9,17.1,96.8,10.1
Manu Ginobili_2015-2016,SAS,Regular,2015-2016,38,58,47,11,20,3.4,7.5,45.3,1.2,3.1,39.1,1.6,1.9,81.3,0.4,2.1,2.5,3.1,1.7,1.1,0.2,1.7,0,0,9.6,5.7,108.8,93.9,14.9,23.4,1.79,23.3,2.8,11.5,7.4,13,53.3,57.3,23.1,98.23,11.9
Marc Gasol_2015-2016,MEM,Regular,2015-2016,31,52,30,22,34,6.3,13.6,46.4,0,0.1,66.7,3.9,4.7,82.9,1.1,5.8,7,3.8,2.3,1,1.3,2.7,9,1,16.6,0.2,102.8,102.9,-0.1,19.5,1.66,17.4,3.6,20.2,11.6,10.5,46.5,52.8,23.9,94.38,13
Marcelo Huertas_2015-2016,LAL,Regular,2015-2016,33,53,8,45,16,1.8,4.3,42.2,0.3,1.2,26.2,0.5,0.5,93.1,0.3,1.4,1.7,3.4,1.5,0.5,0.1,1.4,0,0,4.5,0.4,101.6,101.5,0.1,32.7,2.28,36.1,2.3,9.3,5.8,15.8,45.7,48.8,16.5,96.39,8
Marcin Gortat_2015-2016,WAS,Regular,2015-2016,32,75,35,40,30,5.8,10.2,56.7,0,0,0,1.9,2.8,70.5,3,6.9,9.9,1.4,1.6,0.6,1.3,2.6,41,0,13.5,0.8,103.8,103,0.8,7.2,0.88,9.8,10.7,25.2,17.9,11.2,56.7,59.2,18.8,100.19,13
Marco Belinelli_2015-2016,SAC,Regular,2015-2016,30,68,27,41,25,3.6,9.3,38.6,1.3,4.4,30.6,1.7,2,83.3,0.1,1.6,1.7,1.9,1.2,0.5,0,1.3,0,0,10.2,-2.8,100.2,106.7,-6.4,11.7,1.59,14.1,0.6,7.1,3.8,8.9,45.7,50,19.9,101.52,6.3
Marcus Morris_2015-2016,DET,Regular,2015-2016,26,80,42,38,36,5.1,11.8,43.4,1.4,3.7,36.2,2.5,3.4,74.9,1.1,3.9,5.1,2.5,1.8,0.8,0.3,2.1,4,0,14.1,2,104.9,103.1,1.8,10.7,1.44,14.3,3.4,12.6,7.8,10,49.1,53.1,18.4,97.35,8.6
Marcus Smart_2015-2016,BOS,Regular,2015-2016,22,61,36,25,27,3,8.7,34.8,1,4,25.3,2.1,2.7,77.7,1.2,2.9,4.2,3,1.3,1.5,0.3,3,2,1,9.1,1.4,102.8,100.2,2.6,16.2,2.31,21.3,4.7,11.7,8.1,9.2,40.5,46.3,17.2,102.46,7.2
Marcus Thornton_2015-2016,WAS,Regular,2015-2016,29,61,32,29,18,3.5,8.9,39.9,1.5,4.4,33.7,1.1,1.3,84.8,0.6,1.8,2.5,1.4,0.8,0.8,0.1,1.5,0,0,9.7,0.7,104.5,104.8,-0.4,12.5,1.65,11.8,3.7,11.2,7.4,7.2,48.2,51.1,24,101.67,9.1
Mario Chalmers_2015-2016,MEM,Regular,2015-2016,30,61,38,23,23,3,7.3,41,0.8,2.4,30.9,3.6,4.3,83.2,0.4,2.2,2.6,3.8,1.8,1.4,0.2,3,0,0,10.3,1.3,103.7,100.8,2.9,27,2.09,25.6,2,11.1,6.6,12.2,46.2,56.1,21.8,97.29,11.6
Mario Hezonja_2015-2016,ORL,Regular,2015-2016,21,79,33,46,18,2.3,5.3,43.3,0.8,2.4,34.9,0.6,0.7,90.7,0.4,1.9,2.2,1.4,1.2,0.5,0.2,1.6,0,0,6.1,-0.1,102.1,103.6,-1.4,11.3,1.12,16.8,2.2,12.1,7,15,51.3,54.1,16.9,98.21,6.5
Markel Brown_2015-2016,BKN,Regular,2015-2016,24,62,12,50,16,2,5.2,39.4,0.6,2,31.4,1.1,1.5,75.5,0.4,1.6,2,1.5,0.9,0.6,0.2,1.5,1,0,5.9,-3.8,102.2,113.7,-11.5,14.2,1.69,17.9,2.6,12,7.1,10.6,45.3,50,18.7,97.85,6.5
Markieff Morris_2015-2016,WAS,Regular,2015-2016,26,64,22,42,26,4.8,11.2,42.5,0.7,2.4,30.3,1.7,2.3,73.5,1.1,4.4,5.5,1.9,2.1,0.9,0.5,2.9,2,0,12,-1.4,100.5,104.8,-4.3,12.5,0.92,11.9,4.9,19.5,12.1,13,45.8,48.9,24.3,100.39,8.8
Marreese Speights_2015-2016,GSW,Regular,2015-2016,28,72,64,8,12,2.7,6.3,43.2,0.3,0.9,38.7,1.3,1.6,82.5,1.1,2.3,3.3,0.8,0.9,0.3,0.5,1.6,1,0,7.1,0.1,106.8,105.1,1.7,12.6,0.92,9.6,10.1,20.5,15.4,10.4,45.8,50.6,30.2,98.88,10.9
Marvin Williams_2015-2016,CHA,Regular,2015-2016,30,81,47,34,29,4.2,9.2,45.2,1.9,4.7,40.2,1.5,1.8,83.3,1.6,4.9,6.4,1.4,0.8,0.7,1,1.6,10,0,11.7,3.1,107.9,102.6,5.2,7.4,1.77,11.2,5.9,18.7,12.2,6.3,55.4,58.5,16.9,96.96,11
Mason Plumlee_2015-2016,POR,Regular,2015-2016,26,82,44,38,25,3.3,6.3,51.6,0,0,0,2.6,4.1,64.2,2.5,5.2,7.7,2.8,1.9,0.8,1,3.1,15,0,9.1,0.4,108.2,107,1.1,16.1,1.47,21.6,10.6,22.3,16.5,14.7,51.6,56.4,17.3,98.46,10.6
Matt Barnes_2015-2016,MEM,Regular,2015-2016,36,76,38,38,29,3.5,9.1,38.1,1.6,4.9,32.2,1.5,1.8,80.4,1.1,4.4,5.5,2.1,1.6,1,0.8,3.1,7,1,10,-2.8,101.8,107.4,-5.5,11.7,1.35,15.7,4.1,17.9,10.7,11.7,46.7,50.3,17.7,96.34,7.8
Matt Bonner_2015-2016,SAS,Regular,2015-2016,36,30,25,5,7,1,1.9,50.9,0.5,1.1,44.1,0.1,0.1,75,0.1,0.8,0.9,0.3,0.1,0.2,0,0.5,0,0,2.5,2.1,116.2,98.8,17.5,6.1,3,12.7,1.9,13.3,8,4.2,64,64.7,14.6,92.12,9.4
Matthew Dellavedova_2015-2016,CLE,Regular,2015-2016,25,76,54,22,25,2.7,6.7,40.5,1.3,3.1,41,0.8,0.9,86.4,0.4,1.7,2.1,4.4,1.5,0.6,0.1,2.3,1,0,7.5,5,109.7,99.7,10,26.5,2.91,33.9,2.1,7.6,4.9,11.7,50.1,52.7,15.9,95.33,7.7
Maurice Harkless_2015-2016,POR,Regular,2015-2016,23,78,40,38,19,2.5,5.3,47.4,0.5,1.8,27.9,0.9,1.4,62.2,1.3,2.3,3.6,0.9,0.8,0.6,0.4,1.6,4,0,6.4,0.4,106.4,104.7,1.7,6.8,1.08,11.4,7.6,13.3,10.5,10.5,52.2,54.1,15.5,99.12,8
